label,message
spam,Claim your free watch today. Limited offer: http://bit.ly/winprize
spam,Claim your free phone today. Limited offer: http://verify-now.net
ham,Thanks for helping me with the assignment yesterday.
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
spam,Earn $100 working from home. Sign up at http://verify-now.net
spam,You have been selected for a cash prize of $2000. Call +447911123456 immediately!
ham,Let’s catch up over burger sometime this week.
ham,Let’s catch up over sushi sometime this week.
ham,Don't forget to bring the laptop tomorrow.
spam,Win a free iPhone by participating here: http://scam.com/claim
ham,Can you send me the notes from history class?
ham,Good luck with your final project tomorrow!
ham,Are you coming to the game night tonight?
ham,Don't forget to bring the laptop tomorrow.
spam,Win a free iPhone by participating here: http://bit.ly/winprize
ham,"Hey, are we still meeting at 5 PM today?"
ham,Happy Birthday! Hope you have an amazing day!
spam,Congratulations! You've won a $100 gift card. Click here to claim: http://scam.com/claim
ham,Good luck with your math exam tomorrow!
spam,Your parcel is waiting. Confirm delivery at http://bit.ly/winprize
ham,Happy Birthday! Hope you have an amazing day!
ham,Can you send me the notes from math class?
spam,Congratulations! You've won a $250 gift card. Click here to claim: http://bit.ly/winprize
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://bit.ly/winprize"
ham,Please remind me to pick up charger on my way home.
ham,Let’s catch up over burger sometime this week.
ham,Thanks for helping me with the cleaning yesterday.
spam,Earn $2000 working from home. Sign up at http://verify-now.net
spam,Claim your free phone today. Limited offer: http://verify-now.net
ham,Can you send me the notes from math class?
ham,Thanks for helping me with the cleaning yesterday.
spam,Claim your free watch today. Limited offer: http://verify-now.net
ham,Let’s catch up over burger sometime this week.
spam,Get cheap laptop at 90% off. Visit http://bit.ly/winprize now!
ham,Can you send me the notes from math class?
ham,Can you send me the notes from computer class?
spam,Your parcel is waiting. Confirm delivery at http://scam.com/claim
ham,Can you send me the notes from math class?
ham,Good luck with your math exam tomorrow!
ham,Happy Birthday! Hope you have an amazing day!
ham,"Hey, are we still meeting at noon today?"
ham,Please remind me to pick up laptop on my way home.
spam,Win a free iPhone by participating here: http://bit.ly/winprize
ham,Let’s catch up over pizza sometime this week.
spam,Congratulations! You've won a $250 gift card. Click here to claim: http://bit.ly/winprize
ham,Please remind me to pick up book on my way home.
spam,Win a free iPhone by participating here: http://verify-now.net
spam,Congratulations! You've won a $1000 gift card. Click here to claim: http://bit.ly/winprize
ham,Are you coming to the party tonight?
ham,"Hey, are we still meeting at 7:30 PM today?"
ham,Happy Birthday! Hope you have an amazing day!
spam,You have been selected for a cash prize of $250. Call +919876543210 immediately!
ham,"Hey, are we still meeting at noon today?"
spam,Claim your free watch today. Limited offer: http://bit.ly/winprize
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://bit.ly/winprize"
spam,Earn $100 working from home. Sign up at http://bit.ly/winprize
ham,Let’s catch up over sushi sometime this week.
spam,Win a free iPhone by participating here: http://scam.com/claim
ham,"Hey, are we still meeting at 7:30 PM today?"
spam,Congratulations! You've won a $500 gift card. Click here to claim: http://freegift.co
ham,Please remind me to pick up book on my way home.
ham,Happy Birthday! Hope you have an amazing day!
spam,Win a free iPhone by participating here: http://bit.ly/winprize
spam,Earn $250 working from home. Sign up at http://verify-now.net
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
spam,Win a free iPhone by participating here: http://verify-now.net
ham,"Hey, are we still meeting at noon today?"
ham,Good luck with your math exam tomorrow!
ham,Are you coming to the concert tonight?
spam,"Dear user, you are eligible for a loan of $100. Apply now: http://scam.com/claim"
spam,Urgent! Your account will be suspended. Verify now: http://verify-now.net
ham,Are you coming to the game night tonight?
spam,Your parcel is waiting. Confirm delivery at http://bit.ly/winprize
ham,"Hey, are we still meeting at 8 AM today?"
spam,"Dear user, you are eligible for a loan of $500. Apply now: http://scam.com/claim"
ham,Don't forget to bring the charger tomorrow.
ham,Can you send me the notes from history class?
ham,"Hey, are we still meeting at noon today?"
ham,Let’s catch up over coffee sometime this week.
spam,Win a free iPhone by participating here: http://bit.ly/winprize
spam,Congratulations! You've won a $500 gift card. Click here to claim: http://verify-now.net
spam,Win a free iPhone by participating here: http://verify-now.net
spam,Your parcel is waiting. Confirm delivery at http://scam.com/claim
spam,Your parcel is waiting. Confirm delivery at http://bit.ly/winprize
spam,You have been selected for a cash prize of $500. Call +1800123456 immediately!
spam,Get cheap watch at 90% off. Visit http://verify-now.net now!
spam,Win a free iPhone by participating here: http://freegift.co
ham,Thanks for helping me with the cleaning yesterday.
ham,Happy Birthday! Hope you have an amazing day!
ham,Thanks for helping me with the presentation yesterday.
spam,Your parcel is waiting. Confirm delivery at http://freegift.co
spam,Claim your free headphones today. Limited offer: http://bit.ly/winprize
ham,Thanks for helping me with the assignment yesterday.
ham,Happy Birthday! Hope you have an amazing day!
spam,Claim your free laptop today. Limited offer: http://freegift.co
ham,Happy Birthday! Hope you have an amazing day!
ham,Please remind me to pick up keys on my way home.
ham,Can you send me the notes from history class?
ham,"Hey, are we still meeting at 5 PM today?"
ham,"Hey, are we still meeting at 8 AM today?"
ham,Thanks for helping me with the cleaning yesterday.
spam,You have been selected for a cash prize of $500. Call +447911123456 immediately!
ham,"Hey, are we still meeting at 5 PM today?"
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
ham,Don't forget to bring the book tomorrow.
ham,Are you coming to the concert tonight?
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
ham,Please remind me to pick up charger on my way home.
ham,Please remind me to pick up charger on my way home.
spam,Win a free iPhone by participating here: http://freegift.co
ham,"I'll call you after work, probably around 7:30 PM."
ham,Are you coming to the party tonight?
spam,Hot singles in your area want to chat! Click http://freegift.co
spam,Urgent! Your account will be suspended. Verify now: http://freegift.co
spam,Get cheap laptop at 90% off. Visit http://verify-now.net now!
ham,Good luck with your math exam tomorrow!
spam,Claim your free laptop today. Limited offer: http://verify-now.net
ham,Good luck with your coding test tomorrow!
spam,Win a free iPhone by participating here: http://scam.com/claim
ham,Can you send me the notes from math class?
spam,Get cheap phone at 90% off. Visit http://scam.com/claim now!
spam,Earn $500 working from home. Sign up at http://bit.ly/winprize
ham,Are you coming to the concert tonight?
ham,Don't forget to bring the charger tomorrow.
ham,Please remind me to pick up book on my way home.
ham,"Hey, are we still meeting at 7:30 PM today?"
spam,You have been selected for a cash prize of $100. Call +919876543210 immediately!
ham,Don't forget to bring the laptop tomorrow.
spam,Hot singles in your area want to chat! Click http://scam.com/claim
spam,Get cheap headphones at 90% off. Visit http://verify-now.net now!
spam,Earn $1000 working from home. Sign up at http://bit.ly/winprize
ham,Happy Birthday! Hope you have an amazing day!
ham,Let’s catch up over pizza sometime this week.
spam,Earn $250 working from home. Sign up at http://freegift.co
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://scam.com/claim"
spam,Win a free iPhone by participating here: http://verify-now.net
spam,"Dear user, you are eligible for a loan of $500. Apply now: http://scam.com/claim"
ham,Good luck with your coding test tomorrow!
ham,Let’s catch up over sushi sometime this week.
ham,Are you coming to the party tonight?
ham,Thanks for helping me with the cleaning yesterday.
spam,You have been selected for a cash prize of $500. Call +1800123456 immediately!
spam,Earn $100 working from home. Sign up at http://freegift.co
ham,Happy Birthday! Hope you have an amazing day!
ham,Good luck with your math exam tomorrow!
ham,Happy Birthday! Hope you have an amazing day!
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://scam.com/claim"
spam,Congratulations! You've won a $100 gift card. Click here to claim: http://freegift.co
ham,Please remind me to pick up keys on my way home.
spam,Win a free iPhone by participating here: http://verify-now.net
ham,"Hey, are we still meeting at noon today?"
ham,"Hey, are we still meeting at 8 AM today?"
ham,Don't forget to bring the charger tomorrow.
spam,Hot singles in your area want to chat! Click http://verify-now.net
ham,Please remind me to pick up charger on my way home.
spam,Earn $1000 working from home. Sign up at http://bit.ly/winprize
ham,Thanks for helping me with the presentation yesterday.
ham,"Hey, are we still meeting at noon today?"
ham,Don't forget to bring the charger tomorrow.
spam,Congratulations! You've won a $100 gift card. Click here to claim: http://freegift.co
spam,Win a free iPhone by participating here: http://scam.com/claim
spam,Urgent! Your account will be suspended. Verify now: http://verify-now.net
spam,Get cheap headphones at 90% off. Visit http://freegift.co now!
ham,Please remind me to pick up book on my way home.
spam,Claim your free phone today. Limited offer: http://freegift.co
ham,"I'll call you after work, probably around 7:30 PM."
spam,Get cheap headphones at 90% off. Visit http://scam.com/claim now!
ham,"Hey, are we still meeting at 8 AM today?"
spam,Congratulations! You've won a $500 gift card. Click here to claim: http://bit.ly/winprize
spam,"Dear user, you are eligible for a loan of $100. Apply now: http://verify-now.net"
